,gene_name,Python_coef,aod_coef,coef_diff,Python_intercept,aod_intercept,intercept_diff,Python_phi,aod_phi,phi_diff,Python_NLL,aod_NLL,NLL_diff
85,SRGAP2C,-0.0125682948482663,-0.0125414205464637,2.687430180259992e-05,1.5679360610791253,1.56821231108279,0.00027625000366460206,0.7843183593750027,0.784079786559821,0.00023857281518169238,586.0949802708939,586.0949900898249,-9.818931062000047e-06
86,SQSTM1,-0.136748596726835,-0.136292673166357,0.00045592356047802207,3.168038446304468,3.16748690804187,0.000551538262598239,0.4775715637207045,0.47742878585868,0.00014277786202449017,349.77586299196355,349.7758690230237,-6.0310601384117035e-06
87,SPON2,0.5686859084461419,0.568992385537322,0.0003064770911801462,0.9279764781486428,0.927806811565166,0.00016966658347683516,0.9999999952316284,0.999999993552286,1.6793424428840353e-09,74.78026174405996,74.78026211405586,-3.699959023606425e-07
88,SPNS3,0.537967402855277,0.53940109096512,0.001433688109843012,4.465935598099669,4.46568184754637,0.0002537505532993478,0.0001562500000001,2.63962092358623e-08,0.00015622360379086413,10.38059499198408,10.38032784061198,0.0002671513720997609
89,SPHK1,-0.3068107805154457,-0.307372411659429,0.0005616311439833321,1.7269874923127655,1.72735487608038,0.0003673837676145819,0.3634215528488169,0.363620219701155,0.000198666852338103,156.55433817717653,156.55434115053768,-2.973361148406184e-06
90,SPART,-1.2845245254565598,-1.28441755725997,0.00010696819658972956,5.453845893359083,5.45362638130176,0.00021951205732317902,0.3915256805419932,0.391578154391583,5.247384958978474e-05,124.00658498135074,124.00658518957968,-2.0822893986860436e-07
91,SPAG4,0.8386615218047722,0.839088030209002,0.0004265084042298639,1.40311741985223,1.4027204361479,0.00039698370433005614,0.7848106180400316,0.784767824946774,4.279309325760927e-05,677.276788158121,677.2767933312058,-5.173084787202242e-06
92,SOD2,0.134973469801321,0.134595852780486,0.00037761702083499715,0.8378230611464892,0.838032929815973,0.00020986866948380367,0.4785303115800269,0.478608007900197,7.769632017007311e-05,6691.821753916426,6691.821778955368,-2.5038942112587392e-05
93,SNX8,0.0392718090135683,0.021750903776208,0.017520905237360298,0.7259117529373843,0.744969289921448,0.01905753698406365,0.9999999904632568,0.999999916050273,7.441298377486305e-08,229.33207935239852,229.33580217310677,-0.0037228207082478093
94,SNX1,-0.0264494099631199,-0.0263862222663815,6.318769673839889e-05,3.220897869694189,3.22086291715032,3.495254386898239e-05,0.2891589901685721,0.28927334321907,0.00011435305049789513,1642.7968668132835,1642.7968712519694,-4.4386858917278005e-06
95,SMN2,0.1906948136346505,0.190419788982883,0.0002750246517674859,0.1541277626057201,0.154353593164951,0.00022583055923092177,0.9999999618530272,0.999999436608599,5.252444281733659e-07,73.5818995504824,73.58190046646405,-9.159816443116142e-07
96,SMIM20,-0.2644026324669791,-0.26409815943404,0.0003044730329390677,2.729133902754139,2.72887342095171,0.0002604818024289912,0.2072125244140628,0.20741748495739,0.00020496054332722058,2088.9003603823207,2088.90038147646,-2.109413935613702e-05
97,SMG8,0.1500443165885565,0.155055678104037,0.005011361515480511,3.279511463404816,3.27697170867614,0.002539754728676069,0.0001562500000001,1.48979719399606e-06,0.00015476020280610393,165.87967768635843,165.87978929657964,-0.00011161022121086717
98,SMG6,-1.8106554140499784,-1.81100257949794,0.0003471654479616504,3.979716429148181,3.97939569371679,0.0003207354313907729,0.9999999618530272,0.999999678770438,2.8308258914755413e-07,61.5641179973392,61.56412174063871,-3.743299508585096e-06
99,SMCO4,-1.6935021265610457,-1.69301020355883,0.0004919230022157883,4.075185817744391,4.07484384771503,0.0003419700293605388,0.3663576507568369,0.366345841474376,1.180928246091728e-05,995.5847443887404,995.5847478565796,-3.4678391784837004e-06
100,SMARCD3,-0.3729942297658469,-0.43131520263275,0.05832097286690313,3.9702803045205934,4.01940093016743,0.049120625646836835,0.9999999618530272,0.999999930595881,3.125714620466624e-08,48.32155255699109,48.32870924492883,-0.007156687937744266
101,SLC7A5,2.1498517904591496,2.14963636493246,0.0002154255266897387,4.429185772185163,4.42905496599379,0.00013080619137362248,0.0562323617935181,0.0564013995562856,0.00016903776276749882,111.96099010280147,111.96099048543256,-3.8263108592673234e-07
