,gene_name,aod_coef,aod_intercept,aod_phi,aod_NLL_val
0,ZSWIM4,-0.267120679871514,1.15238527849454,0.999999376168363,42.75160807189097
1,ZSCAN2,0.261421489143553,4.3343184032325,0.592425366270737,61.03734237545832
2,ZRANB2,0.0477660169891122,4.21806831188653,0.165771703158815,930.8549072464547
3,ZP3,1.62411113643147,1.94598457549502,0.999999368410789,27.251941845645643
4,ZNF846,-0.169938178939696,0.105350350997871,0.603968629636052,1218.8539987789652
5,ZNF839,0.92266017245974,1.80148426548287,0.999999888244836,68.86765824653091
6,ZNF80,1.1567928202886,2.64790842351514,0.657628242520069,50.94342696035209
7,ZNF75D,0.195637342769896,0.292051329614958,0.382166242399619,760.6916366933424
8,ZNF736,-0.214352683660425,2.60437747471281,0.224271835709988,565.0609826680852
9,ZNF704,-0.021162438416605,1.10331577028807,3.30224891978287e-08,10.55378389548986
10,ZNF692,-0.624227485458467,5.63836132206384,7.89967104752073e-06,73.386061870535
11,ZNF638,-0.323308414017006,2.18571847896878,0.584418871562829,146.63061970268086
12,ZNF630,0.438616661855076,1.66278946661424,0.663049782285879,113.15958878688386
13,ZNF627,-0.56718112778396,1.31897310277109,0.39735501147335,1285.764408742364
14,ZNF609,-0.491732592422418,2.46159520021393,0.999999929234084,53.46947949511896
15,ZNF584,0.0421719810467359,0.567869846036723,0.586860489752882,1421.1579726853965
16,ZNF575,-1.05243264451456,5.74943444945743,0.994823135304855,29.860258110190365
17,ZNF568,0.115638176056613,1.50807749117544,0.71278055994821,785.3338468500987
18,ZNF532,-0.430178138681107,0.386370224221176,0.662497539436743,297.37155624140604
19,ZNF514,0.459961294993949,2.74352571911349,0.999999610947294,132.28053205815465
20,ZNF490,-0.258950832122302,4.62504369743909,0.504564150832288,271.52573614875223
21,ZNF487,0.363998759833398,4.92813500078273,0.999999285823042,42.944182932689046
22,ZNF451,-0.114034587868609,4.89921137968247,3.57119896319636e-07,148.20124269596488
23,ZNF440,0.361616507107166,5.29803605000416,0.999991785627386,12.96203626855225
24,ZNF438,-1.00073687089324,3.49180332345518,0.662607004096338,252.5481621484164
25,ZNF420,-0.211272212666216,4.36132297689914,0.474621942073824,168.01113338376624
26,ZNF41,0.103283201398184,2.71853784555823,0.604588163514491,233.89300393201952
27,ZNF395,0.780968337755017,1.31922746056584,0.476592234812775,896.4722774975897
28,ZNF385A,-0.848138051250029,1.96533247291696,0.423782875759006,1134.6401183363855
29,ZNF384,0.250684887049934,3.62915669328465,0.73128152788415,375.12260802989573
30,ZNF345,0.132011056845755,1.74459938404181,0.471194431967514,342.31478477398775
31,ZNF331,-0.118769940534529,0.878149577196438,0.27402796426067,14370.499674363511
32,ZNF329,0.324374353601931,0.298048733565586,0.555869752892132,774.7973524159745
33,ZNF3,-0.172599639682094,2.26313188167188,0.416834459408961,908.7342743792699
34,ZNF227,-0.689813770103607,4.64733454213506,7.95901288393773e-08,172.3415660915294
35,ZNF219,-0.212032002071202,0.391168391968899,0.999999973235903,190.38831241214177
36,ZNF215,0.423617682262807,1.65636685930177,0.411177010349201,106.82785071423791
37,ZNF213-AS1,-0.0853444952818168,1.19252069614884,0.642592427018424,611.7821354901466
38,ZNF185,-1.19318838578225,1.07560732050355,0.999999888047008,140.64960711768646
39,ZNF143,-0.760884825501608,6.10312792244429,0.652819821316703,111.78569329730378
40,ZNF106,-0.861384224224722,5.25320584415433,0.359665836883699,296.2730858936503
41,ZMYM3,0.790704671959362,3.44503265946382,0.99999999909795,86.63623334643722
42,ZMIZ1,-0.29736344983537,0.721215255214006,0.999998301883955,72.26947378702357
43,ZGPAT,0.179457587344886,2.97137433156703,0.265227979365775,1270.7395948519736
44,ZFYVE28,-0.178244861017252,0.349019173009799,0.74086420537392,713.1119690793482
45,ZFX,0.71682398629906,3.93420068347034,0.435783035278208,297.05384577844774
46,ZFP90,-0.203018847980023,2.36896692340881,0.29726501947276,1081.7732034794594
